Match_addr,x,IN_City,score,IN_Address,IN_Postal,Subregion,y,Postal,PostalExt,ResultID,City
"2100 E 38th St, Los Angeles, California, 90058",-118.23576539700,Vernon,100,2100 E 38th St,90058,Los Angeles County,34.00802814590,90058,1617,3199,Los Angeles
"11500 Los Nietos Rd, Santa Fe Springs, California, 90670",-118.07446606400,Santa Fe Springs,100,11500 Los Nietos Rd,90670,Los Angeles County,33.95967977770,90670,,2858,Santa Fe Springs
"2250 W Lugonia Ave, Redlands, California, 92374",-117.23404498600,Redlands,100,2250 W Lugonia Ave,92375,San Bernardino County,34.07219601520,92374,5050,2516,Redlands
"4570 Ardine St, South Gate, California, 90280",-118.18759736500,South Gate,100,4570 Ardine St,90280,Los Angeles County,33.95729944290,90280,2535,2992,South Gate
"8616 Otis St, South Gate, California, 90280",-118.19603897700,South Gate,100,8616 Otis St,90280,Los Angeles County,33.95596236370,90280,3220,2997,South Gate
"5370 S Boyle Ave, Los Angeles, California, 90058",-118.21283782900,Vernon,100,5370 S Boyle Ave,90058,Los Angeles County,33.99400330780,90058,3921,3274,Los Angeles
"14911 Valley View Ave, Santa Fe Springs, California, 90670",-118.02924378100,Santa Fe Springs,100,14911 Valley View Ave,90670,Los Angeles County,33.89639963480,90670,5321,2940,Santa Fe Springs
"2034 E 27th St, Los Angeles, California, 90058",-118.23446558300,Vernon,100,2034 E 27th St,90058,Los Angeles County,34.01273898350,90058,1152,3195,Los Angeles
"2640 E 45th St, Los Angeles, California, 90058",-118.22445830100,Vernon,100,2640 E 45th St,90058,Los Angeles County,34.00348330610,90058,2202,3212,Los Angeles
"3840 E 26th St, Los Angeles, California, 90058",-118.19525918800,Vernon,100,3840 E 26th St,90058,Los Angeles County,34.00796654550,90058,4107,3243,Los Angeles
"28470 Witherspoon Pkwy, Valencia, California, 91355",-118.63498370700,Valencia,100,28470 Witherspoon Pky,91355,Los Angeles County,34.44741121040,91355,4167,3161,Valencia
"15225 Bonavista Ave, Santa Fe Springs, California, 90670",-118.03190891900,Santa Fe Springs,100,15225 Bonavista Ave,90670,Los Angeles County,33.89274178250,90670,5309,2945,Santa Fe Springs
"2311 E 48th St, Los Angeles, California, 90058",-118.23403101300,Vernon,100,2311 E 48th St,90058,Los Angeles County,34.00054750680,90058,2007,3206,Los Angeles
"562 W Santa Ana Ave, Bloomington, California, 92316",-117.38006452900,Rialto,100,562 W Santa Ana Ave,92376,San Bernardino County,34.05593206360,92316,2914,2607,Bloomington
"3280 E 26th St, Los Angeles, California, 90058",-118.21353515200,Vernon,100,3280 E 26th St,90058,Los Angeles County,34.01280742500,90058,8008,3236,Los Angeles
"13861 Rosecrans Ave, Santa Fe Springs, California, 90670",-118.03749399200,Santa Fe Springs,100,13861 Rosecrans Ave,90670,Los Angeles County,33.90251750310,90670,5207,2932,Santa Fe Springs
"2957 E 46th St, Los Angeles, California, 90058",-118.21620119700,Vernon,99,2957 46th St,90058,Los Angeles County,34.00199384610,90058,2423,3227,Los Angeles
"3888 E Washington Blvd, Los Angeles, California, 90058",-118.19306789800,Vernon,100,3888 E Washington Blvd,90023,Los Angeles County,34.01151962770,90058,,3245,Los Angeles
"15015 Valley View Ave, Santa Fe Springs, California, 90670",-118.02917830600,Santa Fe Springs,100,15015 Valley View Ave,90670,Los Angeles County,33.89520735200,90670,5322,2941,Santa Fe Springs
"28901 Avenue Paine, Valencia, California, 91355",-118.63136673000,Valencia,99,28901 N Avenue Paine,91355,Los Angeles County,34.44281127870,91355,4169,3166,Valencia
"3030 S Atlantic Blvd, Los Angeles, California, 90058",-118.18034727000,Vernon,100,3030 S Atlantic Blvd,90058,Los Angeles County,33.99614461880,90058,5407,3228,Los Angeles
"2503 E Vernon Ave, Los Angeles, California, 90058",-118.22821127600,Vernon,100,2503 E Vernon Ave,90058,Los Angeles County,34.00533582960,90058,1826,3208,Los Angeles
"2470 W Lugonia Ave, Redlands, California, 92374",-117.24142307300,Redlands,100,2470 W Lugonia Ave,92374,San Bernardino County,34.07032492290,92374,5003,2524,Redlands
"14404 Best Ave, Santa Fe Springs, California, 90670",-118.04425684600,Santa Fe Springs,100,14404 Best Ave,90670,Los Angeles County,33.89975000820,90670,5133,2939,Santa Fe Springs
"54895 Fillmore St, Thermal, California, 92274",-116.12932533600,Thermal,100,54895 Fillmore St,92274,Riverside County,33.65013468690,92274,,3063,Thermal
"9350 Rayo Ave, South Gate, California, 90280",-118.17807074100,South Gate,100,9350 Rayo Ave,90280,Los Angeles County,33.94810076760,90280,3613,3003,South Gate
"29040 Avenue Valleyview, Valencia, California, 91355",-118.64267603400,Valencia,100,29040 Avenue Valleyview,91355,Los Angeles County,34.44723299910,91355,5444,3173,Valencia
"28104 Witherspoon Pkwy, Valencia, California, 91355",-118.62762775200,Valencia,100,28104 Witherspoon Pky,91355,Los Angeles County,34.44542363960,91355,4175,3151,Valencia
"25045 Avenue Tibbitts, Valencia, California, 91355",-118.57019956200,Valencia,100,25045 Avenue Tibbitts,91355,Los Angeles County,34.43148231340,91355,3448,3139,Valencia
"4505 Bandini Blvd, Los Angeles, California, 90058",-118.17863191400,Vernon,100,4505 Bandini Blvd,90058,Los Angeles County,33.99948627410,90058,5408,3252,Los Angeles
"2263 E Vernon Ave, Los Angeles, California, 90058",-118.23437400100,Vernon,100,2263 E Vernon Ave,90058,Los Angeles County,34.00396749100,90058,1631,3203,Los Angeles
"2300 E Vernon Ave, Los Angeles, California, 90058",-118.23332802300,Vernon,100,2300 E Vernon Ave,90058,Los Angeles County,34.00392248020,90058,1609,3205,Los Angeles
"9601 John St, Santa Fe Springs, California, 90670",-118.06211650300,Santa Fe Springs,100,9601 John St,90670,Los Angeles County,33.95349607060,90670,2905,2963,Santa Fe Springs
"13700 Firestone Blvd, Santa Fe Springs, California, 90670",-118.04064391100,Santa Fe Springs,100,13700 Firestone Blvd,90670,Los Angeles County,33.88995621530,90670,5660,2928,Santa Fe Springs
"4452 Ardine St, South Gate, California, 90280",-118.19154172100,South Gate,100,4452 Ardine St,90280,Los Angeles County,33.95778752120,90280,,2990,South Gate
"23400 Cactus Ave, Moreno Valley, California, 92553",-117.25464200500,Moreno Valley,100,23400 Cactus Ave,92553,Riverside County,33.91027751100,92553,8903,1861,Moreno Valley
"2825 E 44th St, Los Angeles, California, 90058",-118.21804684800,Vernon,100,2825 E 44th St,90058,Los Angeles County,34.00375732010,90058,2401,3221,Los Angeles
"13132 Lakeland Rd, Santa Fe Springs, California, 90670",-118.05374792700,Santa Fe Springs,100,13132 Lakeland Rd,90670,Los Angeles County,33.93169566240,90670,4521,2908,Santa Fe Springs
"12005 Pike St, Santa Fe Springs, California, 90670",-118.06841156400,Santa Fe Springs,100,12005 Pike St,90670,Los Angeles County,33.95307504760,90670,,2866,Santa Fe Springs
"8800 Rex Rd, Pico Rivera, California, 90660",-118.10374212400,Pico Rivera,100,8800 Rex Rd,90660,Los Angeles County,33.97866063940,90660,3781,2303,Pico Rivera
"14141 Alondra Blvd, Santa Fe Springs, California, 90670",-118.03110899300,Santa Fe Springs,100,14141 Alondra Blvd,90670,Los Angeles County,33.88805746280,90670,5804,2938,Santa Fe Springs
"12910 Mulberry Dr, Whittier, California, 90602",-118.04850496300,Whittier,100,12910 Mulberry Dr,90602,Los Angeles County,33.95722786150,90602,3455,3307,Whittier
"24800 Avenue Rockefeller, Valencia, California, 91355",-118.56751969900,Valencia,100,24800 Avenue Rockefeller,91355,Los Angeles County,34.43058138450,91355,3467,3137,Valencia
"4701 S Santa Fe Ave, Los Angeles, California, 90058",-118.23027742900,Vernon,100,4701 S Santa Fe Ave,90058,Los Angeles County,34.00112401410,90058,2125,3257,Los Angeles
"2283 E 49th St, Los Angeles, California, 90058",-118.23228160200,Vernon,100,2283 E 49th St,90058,Los Angeles County,33.99849734060,90058,2822,3204,Los Angeles
"1937 E Vernon Ave, Los Angeles, California, 90058",-118.23710917200,Vernon,100,1937 E Vernon Ave,90058,Los Angeles County,34.00398731960,90058,1610,3193,Los Angeles
"2838 S Alameda St, Los Angeles, California, 90058",-118.23939606400,Vernon,100,2838 S Alameda St,90058,Los Angeles County,34.01107952880,90058,1329,3224,Los Angeles
"27420 Avenue Scott, Valencia, California, 91355",-118.56392459300,Valencia,100,27420 Avenue Scott,91355,Los Angeles County,34.42917345100,91355,3450,3143,Valencia
"13527 Orden Dr, Santa Fe Springs, California, 90670",-118.04305504900,Santa Fe Springs,100,13527 Orden Dr,90670,Los Angeles County,33.91178772040,90670,6338,2922,Santa Fe Springs
"13500 Foster Rd, Santa Fe Springs, California, 90670",-118.04332955600,Santa Fe Springs,100,13500 Foster Rd,90670,Los Angeles County,33.90961249080,90670,4837,2921,Santa Fe Springs
"2665 Leonis Blvd, Los Angeles, California, 90058",-118.22303303400,Vernon,100,2665 Leonis Blvd,90058,Los Angeles County,34.00005079530,90058,2203,3213,Los Angeles
"15305 Valley View Ave, Santa Fe Springs, California, 90670",-118.02914746000,Santa Fe Springs,100,15305 Valley View Ave,90670,Los Angeles County,33.89252899860,90670,,2946,Santa Fe Springs
"9211 Norwalk Blvd, Santa Fe Springs, California, 90670",-118.07156450000,Santa Fe Springs,100,9211 Norwalk Blvd,90670,Los Angeles County,33.95688336530,90670,,2959,Santa Fe Springs
"3200 E Slauson Ave, Los Angeles, California, 90058",-118.21022498300,Vernon,100,3200 E Slauson Ave,90058,Los Angeles County,33.98916249350,90058,3919,3232,Los Angeles
"12031 Philadelphia St, Whittier, California, 90601",-118.04825719400,Whittier,100,12031 Philadelphia St,90601,Los Angeles County,33.97912906200,90601,3926,3303,Whittier
"5008 S Boyle Ave, Los Angeles, California, 90058",-118.21298304900,Vernon,100,5008 S Boyle Ave,90058,Los Angeles County,33.99786429200,90058,3904,3267,Los Angeles
"9700 E Frontage Rd, South Gate, California, 90280",-118.17062049100,South Gate,98,9700 E Frontage Ave,90280,Los Angeles County,33.94318595250,90280,5421,3004,South Gate
"12588 Florence Ave, Santa Fe Springs, California, 90670",-118.06426686300,Santa Fe Springs,100,12588 Florence Ave,90670,Los Angeles County,33.93529179850,90670,,2884,Santa Fe Springs
"14088 Borate St, Santa Fe Springs, California, 90670",-118.03195755600,Santa Fe Springs,100,14088 Borate St,90670,Los Angeles County,33.89761126650,90670,5335,2937,Santa Fe Springs
"12310 Slauson Ave, Santa Fe Springs, California, 90670",-118.05532867000,Santa Fe Springs,99,12310 E Slauson Ave,90670,Los Angeles County,33.96117858770,90670,2629,2875,Santa Fe Springs
"27801 Avenue Scott, Valencia, California, 91355",-118.57425196000,Valencia,100,27801 Avenue Scott,91355,Los Angeles County,34.43611348250,91355,1221,3147,Valencia
"2820 Butler Ave, Lynwood, California, 90262",-118.22217456000,Lynwood,100,2820 Butler Ave,90262,Los Angeles County,33.92345750890,90262,4006,1804,Lynwood
"3404 Indian Ave, Perris, California, 92571",-117.23479114300,Perris,100,3404 Indian Ave,92571,Riverside County,33.83578686690,92571,3158,2256,Perris
"4900 E 50th St, Los Angeles, California, 90058",-118.18746258400,Vernon,100,4900 E 50th St,90058,Los Angeles County,33.99585644900,90058,2734,3261,Los Angeles
"5233 Alcoa Ave, Los Angeles, California, 90058",-118.20862437500,Vernon,100,5233 Alcoa Ave,90058,Los Angeles County,33.99501939020,90058,3709,3272,Los Angeles
"24903 Avenue Kearny, Valencia, California, 91355",-118.56970352100,Valencia,100,24903 Avenue Kearny,91355,Los Angeles County,34.43731724960,91355,1252,3138,Valencia
"5119 District Blvd, Los Angeles, California, 90058",-118.18200739000,Vernon,100,5119 District Blvd,90058,Los Angeles County,33.99353696680,90058,5512,3268,Los Angeles
"2901 Fruitland Ave, Los Angeles, California, 90058",-118.21835107100,Vernon,100,2901 Fruitland Ave,90058,Los Angeles County,33.99645914980,90058,3628,3226,Los Angeles
"3100 N Perris Blvd, Perris, California, 92571",-117.22609751700,Perris,100,3100 N Perris Blvd,92571,Riverside County,33.82963299930,92571,3242,2253,Perris
"8550 Chetle Ave, Whittier, California, 90606",-118.05493178700,Whittier,100,8550 Chetle Ave,90606,Los Angeles County,33.96270116040,90606,2688,3310,Whittier
"5215 S Boyle Ave, Los Angeles, California, 90058",-118.21517298800,Vernon,100,5215 S Boyle Ave,90058,Los Angeles County,33.99468101280,90058,3907,3270,Los Angeles
"19850 Business Pkwy, Walnut, California, 91789",-117.86659126100,Walnut,99,19850 E Business Pky,91789,Los Angeles County,34.00016390900,91789,2838,3285,Walnut
"14027 Borate St, Santa Fe Springs, California, 90670",-118.03239393900,Santa Fe Springs,100,14027 Borate St,90670,Los Angeles County,33.89798121710,90670,5336,2934,Santa Fe Springs
"8990 Atlantic Ave, South Gate, California, 90280",-118.18195357800,South Gate,99,8990 S Atlantic Ave,90280,Los Angeles County,33.94894754700,90280,3505,3001,South Gate
"20405 Business Pkwy, Walnut, California, 91789",-117.85897925700,Walnut,100,20405 Business Pky,91789,Los Angeles County,34.00470754160,91789,2939,3290,Walnut
"28751 Witherspoon Pkwy, Valencia, California, 91355",-118.64033463300,Valencia,100,28751 Witherspoon Pky,91355,Los Angeles County,34.44903125260,91355,5415,3165,Valencia
"3751 Seville Ave, Los Angeles, California, 90058",-118.22288475800,Vernon,100,3751 Seville Ave,90058,Los Angeles County,34.00890682080,90058,,3242,Los Angeles
"1901 E 55th St, Los Angeles, California, 90058",-118.23798213800,Vernon,100,1901 E 55th St,90058,Los Angeles County,33.99303843230,90058,3407,3191,Los Angeles
"3663 Bandini Blvd, Los Angeles, California, 90058",-118.20384995900,Vernon,100,3663 Bandini Blvd,90058,Los Angeles County,34.00828559600,90058,4114,3241,Los Angeles
"8724 Millergrove Dr, Santa Fe Springs, California, 90670",-118.08015729200,Santa Fe Springs,100,8724 Millergrove Dr,90670,Los Angeles County,33.96352220980,90670,2002,2952,Santa Fe Springs
"2045 E Vernon Ave, Los Angeles, California, 90058",-118.23595751000,Vernon,100,2045 E Vernon Ave,90058,Los Angeles County,34.00396166560,90058,1612,3196,Los Angeles
"2050 E 49th St, Los Angeles, California, 90058",-118.23565113000,Vernon,100,2050 E 49th St,90058,Los Angeles County,33.99837273290,90058,2802,3197,Los Angeles
"13113 Adler Dr, Santa Fe Springs, California, 90670",-118.05152125200,Santa Fe Springs,98,13113 Adler Rd,90670,Los Angeles County,33.91462467060,90670,6350,2907,Santa Fe Springs
"18055 Harmon Ave, Carson, California, 90746",-118.23885689400,Carson,100,18055 Harmon Ave,90746,Los Angeles County,33.86708376180,90746,4033,254,Carson
"200 Old Ranch Rd, Walnut, California, 91789",-117.83826620300,Walnut,100,200 Old Ranch Rd,91789,Los Angeles County,34.01847752570,91789,,3286,Walnut
"3851 S Santa Fe Ave, Los Angeles, California, 90058",-118.23029628900,Vernon,100,3851 S Santa Fe Ave,90058,Los Angeles County,34.00680032280,90058,1712,3244,Los Angeles
"8189 Byron Rd, Whittier, California, 90606",-118.05143636600,Whittier,100,8189 Byron Rd,90606,Los Angeles County,33.96420784940,90606,2615,3309,Whittier
"2726 Fruitland Ave, Los Angeles, California, 90058",-118.22167474700,Vernon,100,2726 Fruitland Ave,90058,Los Angeles County,33.99635207090,90058,3608,3215,Los Angeles
"3215 E Slauson Ave, Los Angeles, California, 90058",-118.21052879100,Vernon,100,3215 E Slauson Ave,90058,Los Angeles County,33.98924732370,90058,3918,3233,Los Angeles
"1886 Santa Anita Ave, South El Monte, California, 91733",-118.04238263200,South El Monte,100,1886 Santa Anita Ave,91733,Los Angeles County,34.04986236000,91733,3414,2976,South El Monte
"4400 Pacific Blvd, Los Angeles, California, 90058",-118.22964065600,Vernon,100,4400 Pacific Blvd,90058,Los Angeles County,34.00394125560,90058,2206,3249,Los Angeles
"4510 S Alameda St, Los Angeles, California, 90058",-118.23879478400,Vernon,100,4510 S Alameda St,90058,Los Angeles County,34.00276967510,90058,2011,3254,Los Angeles
"4455 Fruitland Ave, Los Angeles, California, 90058",-118.19033340100,Vernon,100,4455 Fruitland Ave,90058,Los Angeles County,33.99495241850,90058,,3251,Los Angeles
"20435 Business Pkwy, Walnut, California, 91789",-117.85857643200,Walnut,99,20435 E Business Pky,91789,Los Angeles County,34.00494870130,91789,2939,3291,Walnut
"15415 Marquardt Ave, Santa Fe Springs, California, 90670",-118.03786757300,Santa Fe Springs,100,15415 Marquardt Ave,90670,Los Angeles County,33.89137200260,90670,5711,2947,Santa Fe Springs
"28624 Witherspoon Pkwy, Valencia, California, 91355",-118.63817495200,Valencia,100,28624 Witherspoon Pky,91355,Los Angeles County,34.44834754080,91355,5416,3163,Valencia
"4715 S Alameda St, Los Angeles, California, 90058",-118.24128597000,Vernon,100,4715 S Alameda St,90058,Los Angeles County,34.00021902010,90058,2014,3258,Los Angeles
"2801 S Santa Fe Ave, Los Angeles, California, 90058",-118.23034440100,Vernon,100,2801 S Santa Fe Ave,90058,Los Angeles County,34.01155722050,90058,1408,3220,Los Angeles
"5525 S Soto St, Los Angeles, California, 90058",-118.22190700900,Vernon,100,5525 S Soto St,90058,Los Angeles County,33.99253298250,90058,3622,3278,Los Angeles
"5300 S Boyle Ave, Los Angeles, California, 90058",-118.21287048900,Vernon,100,5300 S Boyle Ave,90058,Los Angeles County,33.99505751830,90058,3921,3273,Los Angeles
"2645 Pacific Park Dr, Whittier, California, 90601",-118.04022573800,Whittier,100,2645 Pacific Park Dr,90601,Los Angeles County,34.02774024480,90601,1612,3308,Whittier
"28680 Braxton Ave, Valencia, California, 91355",-118.62773369900,Valencia,100,28680 Braxton Ave,91355,Los Angeles County,34.43721402640,91355,4163,3164,Valencia
